grams,width_cm,frequency,location,price,flexibility,moisture,horizontal_position,shape,distance,target
276,200,398,Italy,1262,38.89,71.84,-64.32,cylinder,19.04,widget5
612,115,705,Germany,1405,53.93,52.79,6.21,cylinder,48.87,widget3
561,157,383,,1151,19.34,57.29,37.4,cylinder,31.39,widget8
545,159,460,Japan,975,27.45,24.28,82.72,cuboid,13.51,widget8
282,190,545,Belgium,914,46.81,49.92,-55.53,cylinder,36.25,widget5
432,186,519,India,503,59.87,37.44,83.59,oblong,15.11,widget2
454,129,745,Italy,1488,51.39,51.48,-45.4,other,42.12,widget3
671,128,707,Belgium,546,51.06,51.11,-4.14,oblong,34.74,widget4
303,203,481,Japan,581,78.96,70.96,21.95,oblong,37.58,widget2
470,171,387,Italy,812,32.14,67.3,33.98,cuboid,32.76,widget7
525,128,617,Italy,1578,60.21,34.55,-127.72,other,50.99,widget3
608,165,574,China,1131,29.72,71.15,-32.46,oblong,39.54,widget4
639,186,637,Belgium,948,35.17,60.51,66.58,oblong,18.06,widget4
431,166,360,China,678,69.26,39.93,109.82,cuboid,30.39,widget2
464,204,550,Germany,1266,54.58,44.74,9.21,cylinder,43.58,widget3
566,122,531,Belgium,860,80.23,55.41,156.81,cuboid,38.12,widget6
306,164,590,Japan,1055,54.24,72.12,-70.25,cuboid,19.51,widget5
618,139,590,Italy,905,14.92,55.63,78.97,cylinder,19.82,widget4
276,185,491,Japan,1151,35.3,44.73,-29.13,cuboid,17.74,widget5
427,194,502,Japan,1121,71,74.59,52.99,oblong,16.87,widget2
401,228,345,India,959,74.87,36.04,137.55,cuboid,41.45,widget2
290,200,589,Belgium,1180,58.04,56.33,-104.4,cylinder,27.28,widget5
611,171,516,Japan,735,53,69.09,22.42,oblong,32.74,widget4
585,165,695,Italy,1642,58.78,45.74,-47.56,cuboid,41.02,widget3
331,196,348,China,829,66.05,50.97,42.37,oblong,23.81,widget2
571,151,580,China,1099,44.17,47.8,39.01,oblong,30.89,widget4
456,227,351,Belgium,962,22.69,50.78,-88.15,oblong,31.7,widget7
554,153,638,France,1580,56.32,27.81,-59.08,cuboid,55.61,widget3
490,150,640,Germany,465,33.85,30.69,46.85,cylinder,19.85,widget8
439,236,428,China,651,77.96,38.92,69.13,oblong,17.85,widget2
501,145,351,Belgium,569,80.41,49.14,54.68,oblong,37.67,widget2
552,101,534,Belgium,631,46.9,59.37,-31.11,oblong,37.17,widget1
476,165,400,Italy,838,40.52,52.39,-92.31,cuboid,14.8,widget7
613,149,632,Italy,857,81.69,72.05,-37.11,cuboid,52.89,widget6
497,197,363,South Korea,560,76.07,35.92,64.25,oblong,28.22,widget2
577,135,391,China,566,36.6,29.06,53.53,spherical,60.32,widget1
588,157,681,South Korea,860,25.64,54.84,104.56,spherical,37.07,widget4
648,162,647,South Korea,434,40.42,61.58,64.48,oblong,34.49,widget4
448,178,403,China,325,32.96,86.11,13.45,oblong,19.74,widget7
503,112,452,Germany,518,70.75,51.44,17.82,oblong,52.14,widget1
284,177,544,South Korea,901,77.67,68.15,2.93,cuboid,39.2,widget2
658,128,647,Japan,1095,50.82,44.11,70.71,oblong,21.44,widget4
500,144,511,Belgium,542,32.72,20.61,35.43,cylinder,27.24,widget8
509,148,481,Belgium,669,32.69,59.46,58.88,cylinder,10.63,widget8
474,155,400,Germany,1034,26.86,35.68,137.74,cylinder,21.69,widget8
542,87,656,Belgium,891,88.51,42.06,121.47,cuboid,60.68,widget6
438,172,406,Japan,1159,35.64,50.64,-12.87,cylinder,19.59,widget8
547,209,530,Japan,435,21.23,85.79,-114.64,oblong,18.01,widget7
507,120,587,Italy,1131,63.12,77.92,25.4,cuboid,53.9,widget6
183,204,526,Japan,1035,51.09,67.65,-77.17,other,36.64,widget5
364,140,446,Germany,808,50.43,51.08,-12.63,cylinder,28.69,widget5
682,144,595,China,1017,40.2,57.46,-7.67,oblong,28.35,widget4
389,199,376,Belgium,574,75.68,49.84,37.93,oblong,23.92,widget2
536,202,458,China,1168,43.85,42.55,52.33,oblong,46.52,widget4
426,194,522,China,1189,54.57,52.14,50.82,spherical,27.13,widget2
432,130,363,Belgium,772,47.06,56.72,105.74,cuboid,30.7,widget8
475,165,475,Italy,1071,30.85,19.75,70.06,cylinder,12.9,widget8
386,133,587,Belgium,1048,65.17,75.31,-97.85,cylinder,40.05,widget3
440,113,720,Italy,956,74.23,45.82,119.06,oblong,48.94,widget6
559,158,702,France,1671,55.89,66.66,-66.74,cylinder,40.82,widget3
469,139,534,Germany,711,33.15,53.63,14.81,oblong,29.23,widget1
543,104,529,Germany,210,66.18,47.09,94.23,oblong,49.66,widget1
177,192,491,Belgium,1184,44.27,65.29,-8.97,cuboid,31.78,widget5
526,92,600,Italy,1089,85.42,69.29,-2.75,cylinder,40.44,widget3
240,173,537,Japan,1016,49.38,57.33,-40.4,cuboid,22.52,widget5
263,175,459,China,1294,43.7,78.01,-58.76,cylinder,26.76,widget5
425,150,377,Japan,948,74.78,64.23,27.61,spherical,32.9,widget2
245,184,499,Italy,703,57.39,64.68,-90.99,cylinder,14.8,widget5
618,110,564,Japan,700,31.31,65.12,60.33,oblong,21.88,widget4
543,210,502,Japan,687,32.62,46.07,140.56,cuboid,26.37,widget8
362,174,476,Germany,1165,55.14,73.99,-97.1,cylinder,28.41,widget5
448,191,463,Japan,682,37.31,59.25,-96.13,oblong,18.89,widget7
363,206,518,South Korea,929,75.28,38.52,101.71,cuboid,20.09,widget2
539,116,416,Japan,485,55.46,50.71,64.54,oblong,48.93,widget1
533,161,648,Italy,1188,34.96,47.52,-14.41,oblong,20.7,widget4
489,106,718,Italy,986,61.76,63.94,59.06,oblong,45.1,widget6
458,158,435,Japan,486,70.69,65.27,114.01,oblong,13.83,widget2
464,127,594,Germany,1278,58.31,65.02,-5.45,spherical,48.33,widget1
479,129,400,,704,53.49,48.9,11.93,oblong,52.78,widget1
618,155,514,China,804,26.25,50.07,29.97,spherical,34.93,widget4
501,186,444,Japan,908,36.45,73.33,-52.42,oblong,26.22,widget7
551,157,547,China,564,43.24,94.14,-14.4,oblong,34.4,widget7
492,99,526,China,285,88.32,96.64,69.06,cuboid,54.58,widget6
612,148,604,China,680,41.51,64.5,66.92,oblong,25.81,widget4
325,146,632,Belgium,1184,55.39,73.63,-121.28,cylinder,30.56,widget5
410,140,646,United States,1262,62.11,68.01,5.79,cylinder,49.13,widget3
537,123,461,,501,46.92,27.32,35.31,cylinder,24.97,widget8
529,110,347,Germany,962,48.12,69.02,-12.21,spherical,34.22,widget1
321,166,360,South Korea,936,64.54,56.25,60.9,spherical,22.58,widget2
541,185,566,China,1044,50.42,40.96,-42.52,cuboid,26.46,widget7
352,157,461,South Korea,988,78.95,65.91,125.86,oblong,22.55,widget2
203,184,717,Belgium,614,52.95,37.44,-137.94,cuboid,12.27,widget5
439,206,407,Belgium,760,28.25,59.64,-94.22,oblong,32.53,widget7
717,154,597,China,1128,37.09,73.59,86.64,cuboid,24.02,widget4
459,191,391,Japan,650,25.31,23.57,41.88,cylinder,27.77,widget8
512,86,517,United States,554,74.45,76.07,73.81,oblong,42.89,widget6
402,115,571,United States,793,61.93,69.8,7.51,cuboid,53.47,widget6
536,194,545,Belgium,656,30.18,22.27,70.47,cylinder,27.52,widget8
200,145,534,Japan,903,50.07,67.57,-126.82,cuboid,37.61,widget5
489,146,623,Italy,1622,67.37,54.4,8.14,other,52.81,widget3
297,168,683,Belgium,611,33.63,85.49,-148.96,cuboid,31.25,widget5
700,130,342,Germany,719,29.5,69.07,40.67,oblong,43.31,widget1
426,117,629,Germany,938,73.53,58.85,36.05,cylinder,37.8,widget6
671,201,595,Belgium,1080,52.2,55.48,37.2,oblong,21.52,widget4
617,114,606,China,693,43.76,53.39,-4.94,cuboid,31.15,widget4
616,145,712,Germany,893,27.51,51.64,29.78,cuboid,26.13,widget4
302,180,574,Belgium,1202,48.8,63.16,-107.79,cylinder,40.16,widget5
234,134,510,Belgium,996,55.1,81.18,-75.75,cylinder,27.59,widget5
465,137,698,France,537,60.28,64.55,41.29,oblong,39.85,widget6
649,103,459,Italy,1088,38.35,76.8,31.72,oblong,45.39,widget1
599,122,389,United States,570,40.23,72.64,19.24,oblong,58.94,widget1
513,195,325,South Korea,435,22.56,54.68,-91.73,oblong,34.97,widget7
556,171,506,South Korea,1398,38.33,35.62,109.39,oblong,23.59,widget4
582,80,700,Italy,409,71.72,75.36,88.2,oblong,56.1,widget6
517,177,715,Italy,1494,65.13,43.94,-76.84,cylinder,44.18,widget3
516,183,467,Italy,1097,30.45,54.66,-59.02,oblong,32.36,widget7
481,216,275,Belgium,784,10.19,69.84,-68.27,oblong,18.97,widget7
239,176,502,Germany,935,44.45,69.81,-102.97,cylinder,18.35,widget5
440,98,670,Germany,858,76.75,83.21,103.85,cuboid,41.23,widget6
430,203,386,Belgium,1091,65.8,62.99,74.48,oblong,16.94,widget2
636,129,428,Germany,937,51.87,36.58,59.46,cuboid,46.93,widget1
414,185,575,France,1381,54.41,43.9,-46.69,cuboid,37.45,widget3
541,139,493,France,1497,52.44,76.26,-43.08,cylinder,58.92,widget3
474,122,496,Japan,492,31.61,43.06,5.6,cylinder,26.42,widget8
255,188,431,Germany,1111,42.48,68.76,-58.64,cuboid,31.05,widget5
191,190,546,Japan,1123,47.83,81.51,-60.37,cuboid,33.16,widget5
644,140,465,,717,32.99,48.73,-4.39,cylinder,26.26,widget8
422,98,735,Belgium,558,77.8,99.77,126.54,cuboid,49,widget6
556,227,285,China,658,22.7,70.3,-83.21,oblong,30.81,widget7
601,122,494,,1206,37.03,51.63,61.24,oblong,33.14,widget1
284,202,530,,1082,45.14,53.04,-51.6,cylinder,29.37,widget5
471,138,512,Italy,889,21.42,42.21,136.38,cylinder,31.66,widget8
574,141,467,Germany,644,43.14,53.72,120.37,oblong,40.84,widget1
550,108,452,Japan,733,48.95,19.98,77.51,spherical,47.68,widget1
425,156,583,China,1143,53.16,54.36,-74.31,cylinder,16.09,widget5
314,147,405,Belgium,1033,46.83,83.51,-50,cuboid,29.12,widget5
395,195,490,Belgium,880,70.6,22.83,82.51,oblong,23.27,widget2
529,149,755,Germany,1044,80.96,64.06,-53.65,cylinder,49.57,widget3
451,132,380,France,1011,22,17.03,121.48,cylinder,23.93,widget8
345,178,275,India,972,71.22,41.49,89.61,oblong,25.76,widget2
453,210,395,Belgium,638,40.56,50.2,-141.33,cuboid,26.9,widget7
205,174,420,Japan,450,54.73,77.58,-128.13,cylinder,29.34,widget5
177,175,548,Belgium,1345,35.23,48.98,-114.81,cylinder,21.28,widget5
177,169,405,China,774,48.52,92.28,-108.39,cuboid,17.56,widget5
355,198,464,Japan,763,67.36,60.75,118.08,oblong,30.58,widget2
194,182,553,Belgium,1446,64.63,69.05,-70.89,cuboid,31.24,widget5
644,130,550,Japan,518,59.62,34.6,36.41,oblong,55.41,widget1
611,119,493,Germany,919,38.3,37.22,-13.42,oblong,43.56,widget1
505,154,698,Belgium,1438,60.67,67.28,-45.63,cylinder,51.47,widget3
551,149,448,Japan,694,21.05,19.52,117.5,cylinder,26.2,widget8
343,145,578,Belgium,1100,34.24,70.92,-84.03,cuboid,23.71,widget5
504,214,425,Italy,902,33.72,54.73,-42.31,cuboid,25.63,widget7
610,156,598,India,820,28.85,31.11,17.11,oblong,31.87,widget4
478,219,598,Italy,728,29.33,41.4,53.18,cuboid,31.7,widget8
503,160,348,France,895,55.37,44.71,8.88,spherical,38.24,widget1
236,149,453,Japan,991,63.34,58.28,-31.19,cuboid,32.07,widget5
215,176,634,Belgium,1233,49.87,62.03,-102.98,cylinder,27.72,widget5
508,71,483,Italy,724,84.2,68.92,115.78,cuboid,44.63,widget6
563,192,396,Belgium,345,38.87,30.55,101.5,cuboid,33.9,widget8
688,130,490,Japan,727,53.51,26.76,88.68,cuboid,20.8,widget4
645,135,608,South Korea,792,34.34,67.49,44.84,spherical,30.52,widget4
453,159,440,Italy,467,81.67,35.82,95.56,cuboid,38.39,widget2
365,147,518,Japan,243,48.78,89.09,-45.07,oblong,42.44,widget7
577,172,465,Japan,1022,45.38,57.12,70.34,cylinder,29.86,widget8
453,163,736,France,1627,59.74,32.37,-79.53,cylinder,56.58,widget3
570,148,521,Belgium,655,37.39,64.7,94.9,oblong,30.51,widget4
516,123,337,France,742,42,37.69,32.85,oblong,43.99,widget1
532,217,439,,814,33.27,70.09,-38.17,oblong,28.11,widget7
367,149,561,,576,85.66,60.74,133.87,oblong,27.59,widget2
502,140,607,Germany,705,78.39,37.08,58.98,cuboid,36.99,widget6
516,105,737,United States,1609,60.09,27.51,-91.11,cylinder,45.56,widget3
594,159,363,Belgium,503,35.97,80.42,-143.95,oblong,23.9,widget7
456,164,550,Italy,764,9.6,33.23,98.06,cylinder,35.39,widget8
414,220,419,South Korea,417,80.55,60.24,162.35,cuboid,37.46,widget2
486,127,527,Belgium,365,41.49,68.7,-76.82,spherical,8.41,widget7
521,189,596,Italy,779,31.49,54.4,83.53,cylinder,13.86,widget8
525,121,586,Italy,871,35.61,48.44,58.89,oblong,33.7,widget4
442,172,460,China,729,26.34,23.66,67.98,cylinder,39.81,widget8
434,104,600,Belgium,342,71.03,77.71,11.79,cuboid,38.58,widget6
504,141,545,Italy,1610,59.95,59.84,-5.89,cylinder,49.05,widget3
452,159,648,France,1287,50.04,42.38,-17.89,cylinder,39.61,widget3
280,200,481,Belgium,1037,36.76,69.2,-42.29,cylinder,19.7,widget5
456,164,275,Italy,791,32.06,50.88,-28.14,oblong,22.78,widget7
320,168,479,China,710,47.74,52.09,-151.63,cylinder,23.93,widget5
278,171,496,France,583,69.04,70.91,-66.64,cylinder,12.68,widget5
365,196,594,Germany,962,24.91,60.72,79.17,cylinder,14.71,widget8
521,147,686,Italy,1219,45.3,45.23,-8.26,cylinder,47.05,widget3
369,173,505,India,876,59.64,34.38,61.26,spherical,10.45,widget2
541,151,660,China,1063,30.08,58.14,33.09,oblong,19.33,widget4
461,156,705,Germany,1171,60.44,38.42,-124.25,other,48.97,widget3
590,188,751,China,1043,64.11,40.17,21.45,cuboid,28.38,widget4
564,164,443,Belgium,337,24.9,19.6,79.94,cylinder,20.82,widget8
332,176,411,South Korea,566,71.01,38.71,60.67,oblong,21.71,widget2
467,157,694,United States,1202,61.85,75.93,19.98,cylinder,41.81,widget3
266,144,512,Belgium,1235,66.42,66.89,-61.15,cylinder,31.8,widget5
420,113,710,France,760,66.37,68.71,50.21,cuboid,48.22,widget6
510,183,453,Italy,828,23.18,62.87,-39.24,oblong,23.73,widget7
571,162,586,,1365,22.88,36.3,88.53,oblong,21.6,widget4
526,133,502,Italy,795,53.08,51.76,51.36,oblong,39.17,widget1
585,185,646,Belgium,1308,39.18,63.04,44.83,oblong,27.02,widget4
524,136,755,United Kingdom,1521,56.18,78.22,-58.21,other,56.62,widget3
546,189,552,China,855,38.25,62.53,54.95,oblong,22.02,widget7
432,157,379,Japan,1045,38.66,43.93,36.33,cylinder,14.19,widget8
575,186,431,Belgium,798,36.63,83.42,-62.88,oblong,28.43,widget7
507,90,701,Germany,1009,89.9,72.26,70.73,cuboid,35.7,widget6
354,201,557,Japan,840,66.67,48.37,75.22,oblong,28.29,widget2
439,193,437,Italy,1080,49.55,46.28,-73.68,oblong,22.03,widget7
501,132,347,Belgium,1146,37.23,55.35,55.66,oblong,36.15,widget1
447,233,575,Japan,1170,55.2,53.03,-1.79,oblong,27.25,widget2
680,166,487,South Korea,809,32.55,61.42,-57.84,oblong,29.76,widget7
394,96,511,Japan,315,53.13,44.69,37.36,oblong,59.58,widget6
575,142,247,Belgium,446,46.57,78.61,-137.67,oblong,37.85,widget7
483,155,516,Germany,559,50.33,59.51,61.01,oblong,55.67,widget1
290,150,422,Japan,1235,54.97,58.26,-101.56,cylinder,20.23,widget5
613,199,416,Italy,491,22.18,65.95,-56.06,oblong,24.22,widget7
503,170,422,Italy,275,32.08,25.46,-25.74,cylinder,21.03,widget8
497,160,402,Japan,456,41.2,76.26,-65.78,spherical,16.6,widget7
528,167,529,Japan,515,26.32,33.59,67.62,cylinder,22.12,widget8
479,171,504,Belgium,794,37.07,67.85,-20.83,cuboid,15.42,widget7
402,140,783,France,1046,53.86,49.84,-67.96,cylinder,53.16,widget3
564,220,330,China,226,25.64,40.8,-60.99,oblong,16.11,widget7
389,172,528,China,631,68.88,70.75,51.77,oblong,23.41,widget2
538,151,498,France,936,67.08,44,36.65,cuboid,44.95,widget6
292,117,517,China,871,56.92,63.16,-102.12,cylinder,17.12,widget5
392,160,555,Japan,545,79.99,70.29,4.13,cuboid,49.25,widget6
501,112,429,China,1079,52.86,76.67,-18.24,spherical,45.32,widget1
312,204,467,China,571,67.1,41.44,137.51,oblong,20.14,widget2
394,205,547,,837,59.69,37.15,59.31,oblong,15.44,widget2
550,189,281,China,390,48.04,47.57,-49.5,oblong,33.79,widget7
584,140,681,Japan,925,44.63,51.97,8.77,oblong,39.22,widget4
156,142,592,Belgium,1284,47.41,50.64,-98.17,cylinder,21.82,widget5
499,183,439,Japan,888,46.75,57.19,-83.77,oblong,30.04,widget7
217,147,621,Italy,924,32.83,84.99,-30.33,cuboid,25.13,widget5
569,114,722,Japan,1333,40.32,50.03,53.94,oblong,21.8,widget4
575,103,485,Italy,987,46.18,54.09,54.05,oblong,37.7,widget1
348,95,644,France,428,81.76,60.12,24.05,oblong,46.69,widget6
603,150,682,Japan,1186,36.25,57.9,30.96,oblong,38.23,widget4
490,207,415,Japan,692,45.31,45.7,-63.56,cuboid,29.48,widget7
569,181,641,Germany,1476,80.94,68.44,-71.15,other,46.64,widget3
490,91,579,Italy,543,75.27,89.36,49.07,cuboid,49.65,widget6
315,187,388,Japan,737,74.06,66.07,112.6,cuboid,37.54,widget2
644,120,705,India,915,34.7,29.64,14.27,oblong,29.8,widget4
538,129,477,Belgium,866,60.12,74.99,57.95,oblong,57.22,widget1
486,173,503,Italy,575,21.48,79.15,-7.91,oblong,29.67,widget7
529,170,609,Italy,622,42.82,27.89,116.22,cylinder,21.38,widget8
531,171,358,China,1140,34.09,53.12,24.7,cylinder,31.3,widget8
617,126,715,,1218,54.3,57.72,95.99,oblong,21.9,widget4
212,210,517,Belgium,636,49.78,37.46,-68.22,cylinder,21.92,widget5
553,167,454,,1139,41.55,76.87,-1.33,oblong,15,widget7
584,201,602,Italy,1119,29.39,25.93,76.31,oblong,24.88,widget4
410,168,343,China,436,24.91,56.62,62.86,cuboid,32.49,widget8
575,117,528,Germany,479,45.24,56.19,46,oblong,51.03,widget1
545,218,419,South Korea,456,31.48,79.22,-36.01,oblong,23.46,widget7
447,81,475,Belgium,652,78.38,68.61,93.79,cuboid,46.43,widget6
401,200,533,Belgium,829,24.33,35.86,13.93,other,16.63,widget8
596,189,472,China,1176,26.16,71.23,-0.61,oblong,34.07,widget4
499,152,801,Germany,1051,66.27,52.01,-54.19,other,46.09,widget3
566,160,583,Italy,931,69.5,67.23,-55.99,other,60.91,widget3
482,200,466,Italy,348,23.64,42.08,-116.01,oblong,14.57,widget7
660,169,662,South Korea,1118,38.85,50.49,8.17,oblong,28.31,widget4
632,183,515,,800,32.92,42.07,65.68,oblong,36.77,widget4
529,148,397,,757,36.48,77.21,4.18,oblong,36.6,widget1
572,178,609,Germany,1180,58.47,33.96,-3.15,other,42.97,widget3
496,167,554,Japan,657,35.64,54.51,70.34,cylinder,15.83,widget8
484,102,644,Germany,594,85.63,63.15,97.64,cuboid,50.68,widget6
245,184,475,Italy,864,60.53,87.79,-38.5,cylinder,21.11,widget5
228,117,456,South Korea,1033,38.41,71.25,1.87,cylinder,15,widget5
397,158,310,Japan,791,75.25,32.97,77.57,oblong,16.36,widget2
519,155,450,Japan,713,36.53,45.99,17.8,cylinder,25.91,widget8
473,112,699,Italy,552,86.58,55.29,88.93,cuboid,56.28,widget6
318,191,415,China,936,69.23,56.86,92,oblong,18.42,widget2
436,155,504,Japan,657,33.88,69.18,-36.54,oblong,15.54,widget7
548,146,584,Italy,1325,52.96,54.81,-48.79,cylinder,54.32,widget3
312,114,466,Italy,944,35.81,61.42,-138.56,cylinder,32.59,widget5
222,166,452,Japan,1145,49.62,58.32,24.54,cuboid,20.41,widget5
518,176,406,Japan,775,54.84,64.93,-21.42,oblong,23.52,widget7
665,139,567,Belgium,1298,41.53,29.22,141.04,oblong,27.24,widget4
467,182,505,Italy,657,44.09,60.37,-17.64,oblong,28.03,widget7
206,159,591,Italy,1242,34.84,76.01,-112.89,cuboid,17.2,widget5
467,187,514,Japan,455,67.18,16.18,89.86,oblong,27.77,widget2
649,78,485,Belgium,872,49.15,42.11,21.77,oblong,37.08,widget1
256,136,473,Germany,753,47.65,82.52,-61.8,cylinder,33.6,widget5
221,146,460,France,1214,33.29,60.36,-132.05,cylinder,29.44,widget5
654,149,690,China,864,30,52.15,46.24,oblong,46.16,widget4
525,163,369,Japan,812,25.71,66.16,-74.25,oblong,24.47,widget7
409,193,285,China,696,71.08,47.97,102.46,oblong,20.58,widget2
388,163,493,Belgium,854,25.68,29.98,92.15,cylinder,27.04,widget8
618,183,499,South Korea,688,22.17,40.06,67.81,oblong,39.88,widget4
539,154,684,Italy,1171,59.33,66.99,-113.86,cylinder,50.28,widget3
350,220,524,Belgium,723,56.49,63.56,-86.97,cylinder,31.12,widget5
340,141,467,Belgium,980,38.85,41.97,67.2,cylinder,33.32,widget8
574,203,396,Japan,989,41.37,76.24,-9.73,oblong,25.22,widget7
251,158,469,China,879,54.63,67.16,-39.8,cylinder,13.7,widget5
449,185,458,China,1232,84.04,66.2,91.54,oblong,33.72,widget2
552,119,385,Italy,877,59.04,46.07,81.36,cuboid,39.13,widget1
535,114,540,Belgium,469,71.63,29.02,1.45,oblong,39.37,widget1
343,193,506,Belgium,1007,95.71,49.92,85.6,oblong,36.6,widget2
139,177,563,Belgium,1170,41.92,82.13,-112.97,cylinder,34.58,widget5
369,192,421,Belgium,826,85.08,37.28,-3.8,oblong,18.65,widget2
588,92,420,Belgium,391,59.3,59.01,5.81,cuboid,39.52,widget1
504,130,467,Italy,532,46.33,76.72,44.4,oblong,49.91,widget1
205,165,468,Belgium,1141,33.78,62.32,-68.9,cylinder,29.51,widget5
344,146,689,Italy,1080,53.12,52.62,-14.31,oblong,36.55,widget1
442,178,700,Belgium,1250,59.23,61.03,-80.5,cylinder,26.49,widget3
471,189,409,China,631,36.66,67.58,-20.35,oblong,28.88,widget7
400,217,357,Belgium,1020,27.32,75.6,-24.75,oblong,32,widget7
508,130,741,Germany,1466,46.62,33.71,-80.89,other,39.64,widget3
329,97,649,France,802,61.01,65.47,25.69,cylinder,46.61,widget6
640,136,699,Japan,1245,42.68,66.38,80.07,spherical,33.32,widget4
615,123,480,,1075,23.44,63.82,75.82,oblong,39.87,widget4
108,177,467,,647,38.65,77.79,-106.82,cuboid,33.76,widget5
432,95,658,Germany,739,66.21,58.07,84.05,cuboid,45.47,widget6
389,183,564,China,362,72.38,65.25,130.98,oblong,13.73,widget2
543,208,457,Belgium,953,42.54,56.18,2.28,oblong,18.99,widget7
540,175,578,Italy,1285,58.47,66.24,-66.89,cylinder,36.07,widget3
431,142,351,,360,35.66,77.22,-58.66,oblong,17.16,widget7
426,170,474,Japan,1113,72.97,65.04,-31.14,oblong,15.42,widget2
438,227,444,China,994,87.81,49.53,-28.82,oblong,29.51,widget2
295,176,451,Belgium,1062,85.45,56.29,8.08,cuboid,30.68,widget2
507,160,329,Japan,905,38.53,57.76,-74.68,oblong,16.59,widget7
382,124,387,Germany,1069,41.31,55.45,49.78,oblong,43.11,widget1
412,166,566,France,1667,71.39,26.85,15.61,other,52.87,widget3
414,216,308,China,413,30.26,76.49,-80.24,spherical,15.62,widget7
395,173,459,Japan,882,95.41,51.38,89.84,oblong,32.77,widget2
